is_upright	0.02597
	0.25330	mad
	0.25085	man
	0.25077	mules
	0.24979	veterinarian
	0.24910	trained
	0.24839	donkey
	0.24786	bloodlines
	0.24663	ailment
	0.24641	camels
	0.24404	suffering
	0.24274	bad
is_necessary_essential	0.05376
	0.41468	arm
	0.37732	bra
	0.35590	toilet
	0.34996	helmet
	0.32996	needs
	0.32951	wear
	0.32760	practice
	0.32694	shoulder
	0.32151	training
	0.31224	coffee
	0.31060	hands
	0.30765	unit
	0.29991	brazil
	0.29872	right
	0.28953	helmets
	0.28773	front
	0.28597	yesterday
	0.28581	locker
	0.28024	brazilian
	0.27925	seat
	0.27775	hand
	0.27608	apparel
	0.27580	wrist
	0.27503	services
	0.27412	clothing
	0.27198	ankle
	0.27196	silva
	0.27109	broke
	0.27049	problems
	0.26992	finance
	0.26967	pads
	0.26921	telecommunications
	0.26906	wearing
	0.26872	bathroom
	0.26825	nursing
	0.26737	underwear
	0.26712	required
	0.26673	equipment
	0.26542	during
	0.26244	needed
	0.26232	knee
	0.26108	hurt
	0.26048	counter
	0.25988	agency
	0.25957	physical
	0.25944	put
	0.25849	mandated
	0.25718	limited
	0.25710	head
	0.25687	organization
is_rigid	0.06349
	0.42921	bolts
	0.42038	ladder
	0.35859	basket
	0.33635	screws
	0.33061	sliding
	0.31125	tray
	0.31068	bolted
	0.30691	fixed
	0.30498	bone
	0.29960	fracture
	0.29755	points
	0.29640	wheels
	0.29307	loose
	0.29257	broken
	0.29007	fractures
	0.28859	helmet
	0.28764	rails
	0.28702	structural
	0.28464	load
	0.28075	solid
	0.28043	frames
	0.27977	rigid
	0.27955	protective
	0.27906	breaking
	0.27791	gear
	0.27592	clavicle
	0.27467	loading
	0.27374	scaffolding
	0.27092	injury
	0.26762	ceiling
	0.26730	loads
	0.26721	axle
	0.26566	bracket
	0.26524	safety
	0.26461	scoring
	0.26451	railing
	0.26308	climb
	0.26249	organizational
	0.26233	scaffold
	0.26230	recovery
	0.26214	plate
	0.26012	rebounds
	0.25987	playoffs
	0.25925	rungs
	0.25915	metal
	0.25826	steering
	0.25597	balance
	0.25448	lifting
	0.25347	falling
	0.25274	chipped
is_American	0.06364
	0.45155	sweater
	0.43871	jeans
	0.41714	cap
	0.40237	sweaters
	0.39422	caps
	0.36765	khakis
	0.35323	shirt
	0.35289	jackets
	0.34977	denim
	0.34750	shirts
	0.34014	sleeveless
	0.33968	turtleneck
	0.33687	knit
	0.33642	sweatshirts
	0.33346	cardigan
	0.32507	slacks
	0.32150	jacket
	0.31742	baggy
	0.31150	khaki
	0.30710	attire
	0.30662	wore
	0.29853	sweatshirt
	0.29786	uniform
	0.29547	sleeved
	0.29294	vest
	0.29199	plaid
	0.28996	trousers
	0.28946	hats
	0.28700	potato
	0.28424	kilts
	0.28040	knitted
	0.27760	tweed
	0.27715	overalls
	0.27655	turtlenecks
	0.27545	cotton
	0.27336	crewneck
	0.27322	vests
	0.27207	dress
	0.27179	dresses
	0.27060	pullover
	0.27021	wool
	0.26969	wearing
	0.26855	cowboy
	0.26544	salary
	0.26261	pumpkin
	0.26245	blazer
	0.26164	coats
	0.26154	tailored
	0.26038	dressed
	0.25948	shotgun
does_spin	0.06383
	0.49842	frisbee
	0.42808	boomerang
	0.41797	yoyo
	0.36132	makani
	0.36127	denker
	0.35902	scalby
	0.35632	kickball
	0.34799	daes
	0.34695	counter-terror
	0.34416	grava
	0.34328	salvington
	0.33903	badoo
	0.33848	trampolining
	0.33763	middleville
	0.33735	yeatman
	0.33728	phenoms
	0.33669	district-wide
	0.33667	mansaray
	0.33585	michna
	0.33414	baltops
	0.33279	hiwada
	0.33203	piṭaka
	0.33182	pineview
	0.33107	kremser
	0.33048	zirin
	0.32917	softball
	0.32685	ausra
	0.32682	jamsil
	0.32648	oldfields
	0.32634	non-contact
	0.32616	langwarrin
	0.32388	brimsdown
	0.32365	sukam
	0.32267	suncrest
	0.32245	pfieffer
	0.32141	totok
	0.32088	basters
	0.32027	puzzle-solving
	0.32004	bakal
	0.31951	nalubaale
	0.31927	lawfirm
	0.31924	gollop
	0.31892	dilek
	0.31888	netherfield
	0.31876	collimation
	0.31862	tejas
	0.31860	moremi
	0.31833	simulating
	0.31826	avchd
	0.31816	rabinal
is_bouncy	0.06780
	0.47636	football
	0.41921	ball
	0.41658	england
	0.40862	coach
	0.39936	rugby
	0.39429	kevin
	0.39331	smith
	0.38989	team
	0.38110	played
	0.37906	before
	0.37586	australian
	0.37509	anderson
	0.37298	australia
	0.37179	basketball
	0.36500	players
	0.36422	returning
	0.36392	cricket
	0.36213	play
	0.35969	field
	0.35691	back
	0.35610	captain
	0.35318	he
	0.35274	side
	0.34887	tom
	0.34841	playing
	0.34622	again
	0.34423	missed
	0.34387	final
	0.34263	club
	0.34152	taylor
	0.33980	soccer
	0.33977	rest
	0.33705	return
	0.33607	wales
	0.33383	week
	0.33353	chance
	0.33351	then
	0.33172	kicked
	0.33165	twice
	0.33154	tim
	0.33031	days
	0.33002	after
	0.32944	match
	0.32901	when
	0.32901	matches
	0.32863	went
	0.32779	league
	0.32778	coming
	0.32683	season
	0.32617	scoring
is_collectable	0.06993
	0.43404	thimble
	0.38854	marble
	0.38157	life-size
	0.36849	likeness
	0.36574	life-sized
	0.35962	seashell
	0.35754	statues
	0.35254	friezes
	0.35166	statuary
	0.35117	bas-reliefs
	0.34880	figurines
	0.34745	mug
	0.34731	murals
	0.34355	dollhouses
	0.34126	sculpted
	0.33827	reproductions
	0.33818	frieze
	0.33458	shapp
	0.33412	adorning
	0.33348	sculptures
	0.33236	bas-relief
	0.33145	statuette
	0.32719	lithograph
	0.32654	ny400-404
	0.32439	kafoury
	0.32389	ovulated
	0.32350	matryoshka
	0.32165	statue
	0.32152	hallgrímsson
	0.31974	jizō
	0.31890	bk101-102
	0.31868	saint-gobain
	0.31807	bronkhorstspruit
	0.31795	linawati
	0.31735	weterings
	0.31713	statuettes
	0.31648	fibro
	0.31628	khargone
	0.31565	unloaders
	0.31546	shrinathji
	0.31477	caryatids
	0.31440	parthenon
	0.31388	larger-than-life
	0.31238	balser
	0.31203	almack
	0.31066	knickknacks
	0.31064	morarjee
	0.31046	moai
	0.31037	chimneypiece
	0.30928	fulla
is_for_babies	0.07101
	0.44852	pram
	0.42774	cradle
	0.33629	rattle
	0.33416	albéric
	0.33412	pantothenic
	0.33098	volokolamsk
	0.32996	mittens
	0.32842	deiniol
	0.32604	gernrode
	0.32600	buggy
	0.32413	drechsel
	0.32105	langsat
	0.31480	letterfrack
	0.31215	langfuhr
	0.31074	purell
	0.31070	clavia
	0.30786	arqa
	0.30477	nonparents
	0.30459	costache
	0.30296	nacorda
	0.30182	marija
	0.30098	diatchenko
	0.30041	mis-teeq
	0.29993	seibt
	0.29970	wiling
	0.29907	praveena
	0.29800	d43
	0.29623	gianniotis
	0.29616	kandaharis
	0.29607	pauh
	0.29604	clinking
	0.29592	strollers
	0.29541	wavefunction
	0.29476	metaldyne
	0.29465	krasa
	0.29347	lasoski
	0.29323	coryat
	0.29305	vectrix
	0.29275	melloy
	0.29207	ziwei
	0.29172	denifl
	0.29170	nothingface
	0.29159	socking
	0.29137	openhearted
	0.29043	isayev
	0.29038	d50
	0.29038	skara
	0.29037	gautrain
	0.28950	freising
	0.28893	metastability
does_support	0.07292
	0.36608	desk
	0.32820	bone
	0.31064	tripod
	0.30397	fixed
	0.30108	bra
	0.29733	internal
	0.29715	stick
	0.28747	bridge
	0.28583	framework
	0.28531	structure
	0.27888	unity
	0.27757	sticking
	0.27654	institutional
	0.27516	chest
	0.27393	pillow
	0.27274	front
	0.27120	fractures
	0.26909	limitations
	0.26876	alignment
	0.26791	position
	0.26551	hand
	0.26322	concrete
	0.26290	legs
	0.26165	post
	0.26121	foot
	0.26087	frame
	0.25904	knees
	0.25882	standing
	0.25667	structures
	0.25361	temporary
	0.25192	permanent
	0.25152	right
	0.24975	broken
	0.24866	physical
	0.24767	tool
	0.24728	leg
	0.24701	hands
	0.24699	put
	0.24640	bones
	0.24589	platform
	0.24552	hold
	0.24514	connect
	0.24434	chair
	0.24400	flexible
	0.24346	focus
	0.24333	link
	0.24303	left
	0.24284	command
	0.24277	remains
	0.24273	pain
is_any_shape	0.07527
	0.40432	window
	0.39004	mirror
	0.33361	explain
	0.33329	button
	0.32912	everyone
	0.32800	things
	0.32001	exactly
	0.31957	readers
	0.31269	instance
	0.31046	audience
	0.30905	read
	0.30824	simultaneously
	0.30815	touch
	0.30794	asking
	0.30677	choices
	0.30669	door
	0.30591	everything
	0.30572	mind
	0.30402	fixed
	0.30363	understand
	0.30279	answer
	0.30238	address
	0.30212	certain
	0.29987	explaining
	0.29915	bag
	0.29827	fill
	0.29819	telling
	0.29650	precisely
	0.29627	difference
	0.29608	changes
	0.29565	normal
	0.29538	filling
	0.29485	sure
	0.29464	indeed
	0.29438	suggesting
	0.29421	something
	0.29338	camera
	0.29318	what
	0.29305	perception
	0.29225	listeners
	0.29213	context
	0.29186	ear
	0.29144	same
	0.29141	simply
	0.29116	sort
	0.29084	thinking
	0.29076	your
	0.29068	answers
	0.29055	wrong
	0.28977	hearing
has_species	0.07821
	0.43632	species
	0.38865	creatures
	0.38434	mammals
	0.37982	beetles
	0.36201	animals
	0.35787	beetle
	0.35718	humans
	0.35430	populations
	0.35214	jellyfish
	0.35150	whales
	0.35121	insects
	0.34186	aquatic
	0.33650	extinct
	0.33367	elephant
	0.33101	predatory
	0.32686	spider
	0.32400	fossils
	0.32385	organisms
	0.32133	endangered
	0.32070	prey
	0.32006	genus
	0.31729	bear
	0.31528	habitat
	0.31341	dinosaurs
	0.30949	creature
	0.30856	birds
	0.30811	elephants
	0.30784	subspecies
	0.30736	extinction
	0.30627	insect
	0.30617	specimens
	0.30456	mammal
	0.30391	larvae
	0.30262	butterflies
	0.30220	spiders
	0.29844	beings
	0.29673	animal
	0.29540	bears
	0.29381	avian
	0.29365	fauna
	0.29257	invertebrates
	0.29212	dinosaur
	0.29212	habitats
	0.29029	tsunamis
	0.29001	kelp
	0.28784	seaweed
	0.28645	endemic
	0.28616	turtles
	0.28259	predators
	0.28051	crocodiles
has_a_long_nose	0.07947
	0.40686	crocodile
	0.39311	dolphin
	0.36729	crocodiles
	0.35115	porcupine
	0.34056	seahorse
	0.33312	alligator
	0.32886	standardbred
	0.32539	bottlenose
	0.32167	thoroughbred
	0.31909	mammal
	0.31750	crocodylus
	0.30834	herd
	0.29921	hippos
	0.29897	chongchon
	0.29456	reptile
	0.29434	shangani
	0.29282	wildlife
	0.28811	equine
	0.28652	alamosaurus
	0.28477	orca
	0.28273	whale
	0.28043	horses
	0.27873	goldeyes
	0.27521	shark
	0.27386	saddlebred
	0.27254	aquatic
	0.27208	gharial
	0.27142	dolphins
	0.26975	taronga
	0.26957	appaloosa
	0.26524	whitetip
	0.26413	horse
	0.26376	endangered
	0.26283	brookstein
	0.26262	neyyar
	0.26249	corna
	0.26117	yalobusha
	0.26015	breeding
	0.26013	cúailnge
	0.25859	dinosaur
	0.25844	whales
	0.25722	hippopotamuses
	0.25512	reptiles
	0.25506	racehorse
	0.25416	hippopotamus
	0.25384	balram
	0.25345	rhinoceroses
	0.25266	damschroder
	0.25130	sinnemahoning
	0.25097	turtle
is_shy_timid	0.07947
	0.40746	deer
	0.35941	bison
	0.35796	hedgehog
	0.35618	rabbit
	0.35382	rabbits
	0.34399	zebra
	0.33572	lamb
	0.33050	white-tailed
	0.32996	cottontail
	0.32746	wildlife
	0.31894	sheep
	0.31744	turtle
	0.31428	coyote
	0.31104	markarian
	0.30934	shmahn
	0.30475	boar
	0.30178	antelope
	0.29940	animals
	0.29902	elk
	0.29678	venison
	0.29619	wolf
	0.29470	mammals
	0.29394	lambs
	0.29306	pronghorn
	0.29189	blackbuck
	0.29126	populations
	0.29111	goats
	0.29103	raccoons
	0.28892	mouflon
	0.28526	herd
	0.27062	badger
	0.27003	feral
	0.26952	erdrich
	0.26820	argali
	0.26723	herds
	0.26676	fauna
	0.26505	ignatz
	0.26314	habitat
	0.26175	mammal
	0.26157	fox
	0.26002	endangered
	0.25675	hares
	0.25601	turtles
	0.25506	slaughter
	0.25452	predation
	0.25407	tolzien
	0.25310	hare
	0.25212	waterfowl
	0.25127	cattle
	0.24987	whitetail
is_durable	0.08000
	0.44972	shoes
	0.36493	jeans
	0.34713	clothes
	0.34073	mat
	0.33634	bags
	0.33282	clothing
	0.32889	sneakers
	0.32632	men
	0.31941	apparel
	0.30227	boots
	0.29269	women
	0.28721	footwear
	0.28579	m
	0.28223	departure
	0.28085	kayak
	0.27637	shirts
	0.27221	bag
	0.27071	shoe
	0.26691	klein
	0.26599	handbags
	0.26591	pants
	0.26174	fashion
	0.26132	sandals
	0.25999	designer
	0.25787	luggage
	0.25639	walked
	0.25549	lee
	0.25526	doubles
	0.25525	nike
	0.25446	prada
	0.25317	comfortable
	0.25256	singles
	0.25222	m.
	0.25193	searched
	0.25191	athletes
	0.25189	stone
	0.25150	suits
	0.24912	wal
	0.24901	wear
	0.24739	vacated
	0.24651	goody
	0.24552	parking
	0.24551	floor
	0.24544	personal
	0.24452	canoeing
	0.24446	lauren
	0.24349	shirt
	0.24289	wearing
	0.24162	tennis
	0.24148	paved
is_wide	0.08197
	0.42781	umbrella
	0.36092	gunmen
	0.35590	bus
	0.34578	governmental
	0.34439	machete
	0.34357	security
	0.34199	armed
	0.33654	uniformed
	0.33091	services
	0.32905	algiers
	0.32837	branches
	0.32477	sunni
	0.32377	shiite
	0.32265	organisation
	0.32239	branch
	0.32202	militant
	0.31873	militants
	0.31816	organization
	0.31489	members
	0.31468	churches
	0.31240	groups
	0.31203	policemen
	0.30872	organisations
	0.30841	youths
	0.30751	officers
	0.30592	offices
	0.30587	campus
	0.30264	religious
	0.29925	organizations
	0.29923	targeted
	0.29876	oak
	0.29704	tribal
	0.29697	affiliated
	0.29464	algerian
	0.29413	buses
	0.29384	civil
	0.29304	communities
	0.29292	outside
	0.29259	community
	0.29185	authority
	0.29174	affiliation
	0.29144	assailants
	0.29011	responsibility
	0.28953	group
	0.28809	terrorist
	0.28640	civilians
	0.28608	attackers
	0.28501	police
	0.28454	minibus
	0.28431	hezbollah
has_a_string	0.09009
	0.39882	yoyo
	0.37780	crossbow
	0.34933	whistle
	0.33780	kite
	0.32496	otw
	0.31404	ovrebo
	0.30957	testifed
	0.30721	mutsauki
	0.30549	zibi
	0.30510	yaowapa
	0.30495	trost
	0.30355	darshan
	0.29996	vaitkus
	0.29081	keevill
	0.29056	ellner
	0.28842	downwash
	0.28183	aponavicius
	0.27940	uziel
	0.27766	lashari
	0.27561	hide-and-seek
	0.27544	go-around
	0.27490	ravolamanana
	0.27479	aniano
	0.27363	ladislav
	0.27343	su-25s
	0.27301	sawasdee
	0.27286	somluck
	0.27250	barhoumi
	0.27246	mkwawa
	0.27217	oderus
	0.27188	minev
	0.27100	mckennon
	0.26916	home/away
	0.26913	asbill
	0.26884	takanuva
	0.26747	ahari
	0.26742	xandra
	0.26707	dumermuth
	0.26651	baldino
	0.26650	mphasis
	0.26602	shoot-outs
	0.26589	niittymaki
	0.26577	henke
	0.26502	rogi
	0.26495	mask
	0.26437	mafiaboy
	0.26413	cargie
	0.26388	taekkyeon
	0.26351	bellenger
	0.26345	streek
is_washed	0.09091
	0.40646	flannel
	0.38459	knickers
	0.36531	starched
	0.34713	napkin
	0.32737	napkins
	0.31541	pinstriped
	0.31427	hair
	0.31303	pinstripes
	0.31169	trousers
	0.30676	tectonics
	0.30562	hairstyles
	0.30220	khakis
	0.29663	high-paying
	0.29601	buttoned
	0.29554	shirt
	0.29472	pinstripe
	0.29333	rumpled
	0.28816	cornrows
	0.28542	plate
	0.28477	buraida
	0.28273	shirts
	0.28090	creases
	0.27564	slacks
	0.27425	plaid
	0.27155	chemises
	0.26972	flannels
	0.26947	mussed
	0.26871	neatly
	0.26844	jeans
	0.26740	duchenne
	0.26714	underwear
	0.26488	activewear
	0.26477	commutations
	0.26411	tablecloths
	0.26400	tavakoli
	0.26377	baggy
	0.26342	rogaine
	0.26341	ejecta
	0.26087	cropped
	0.26077	unbutton
	0.26058	bachelorhood
	0.26058	gowns
	0.26026	attire
	0.26025	playbills
	0.25962	hairstyle
	0.25948	saris
	0.25866	gaínza
	0.25858	ponytails
	0.25760	badgley
	0.25702	wore
is_hard_to_use	0.09259
	0.41649	yoyo
	0.35515	skateboard
	0.33704	onagoruwa
	0.33437	typewriters
	0.33240	naiburg
	0.33018	javaheri
	0.32971	donisthorpe
	0.32745	signalers
	0.32587	typewriter
	0.32511	mihov
	0.32481	gummow
	0.32479	yaguchi
	0.32253	endrin
	0.32248	rubert
	0.32185	recomendados
	0.32050	wassall
	0.31845	echoplex
	0.31696	pov
	0.31531	michna
	0.31524	neskovic
	0.31490	plavšić
	0.31294	bahlul
	0.31215	wtol
	0.31155	passavant
	0.31141	santiparb
	0.31111	vishram
	0.31084	chandrashekhar
	0.30815	lifson
	0.30769	gajoen
	0.30719	hi8
	0.30697	mj-12
	0.30690	tonje
	0.30592	kstw
	0.30410	vlugt
	0.30366	aviles
	0.30294	ptd
	0.30225	sendov
	0.30217	farland
	0.30202	d.iiis
	0.30191	rehder
	0.30184	dimitrakopoulos
	0.30121	colindres
	0.30075	tienie
	0.30065	aipcs
	0.30063	gomi
	0.30048	prefigured
	0.30000	kasler
	0.29956	wizkid
	0.29856	homogenizing
	0.29831	carpender
does_hibernate	0.09524
	0.42855	porcupine
	0.40945	hedgehog
	0.37105	squirrel
	0.36799	bear
	0.36483	grizzly
	0.35052	tortoise
	0.30487	sloth
	0.29739	neff
	0.29393	markarian
	0.29389	short-faced
	0.28579	bison
	0.28307	bears
	0.28044	stearns
	0.28018	white-tailed
	0.27901	reintroduction
	0.27845	wolves
	0.27786	habitat
	0.27359	coyote
	0.27247	tortoises
	0.26602	molowa
	0.26585	red-footed
	0.26302	arctos
	0.26243	foxes
	0.26194	scops
	0.25773	mangwende
	0.25621	populations
	0.25608	târgoviște
	0.25607	hares
	0.25600	bobcat
	0.25572	endangered
	0.25540	raccoon
	0.25526	hare
	0.25465	chipmunk
	0.25432	woodrat
	0.25419	pangolin
	0.25374	kdm
	0.25346	pronghorn
	0.25345	altai
	0.25245	bedri
	0.25228	caribou
	0.25190	sajeda
	0.25174	horlick
	0.25088	tibicen
	0.25088	prosocial
	0.25015	raccoons
	0.25003	lynx
	0.25002	khanduri
	0.24989	rspca
	0.24968	cougar
	0.24958	leopards
does_play	0.09677
	0.32868	radio
	0.31295	otter
	0.30924	dolphin
	0.30074	interviewed
	0.29908	wnyc
	0.28458	lamb
	0.28392	slaughter
	0.28170	gerbil
	0.27531	broadcast
	0.27170	dog
	0.26697	animal
	0.26668	broadcasting
	0.26663	fox
	0.26444	veterinarian
	0.25918	aired
	0.25840	channel
	0.25388	ryan
	0.25315	broadcasts
	0.24961	pet
	0.24930	deputy
	0.24883	airs
	0.24851	peterson
	0.24749	craig
	0.24700	news/talk
	0.24484	hans
	0.24480	coordinator
	0.24438	programmes
	0.24407	whales
	0.24321	ian
	0.24303	npr
	0.24281	pfoutch
	0.24258	dogs
	0.24152	shepherd
	0.24096	bottlenose
	0.24088	noaa
	0.24064	broadcaster
	0.23934	fm
	0.23882	fisheries
	0.23869	cknw
	0.23864	hosted
	0.23842	kfan
	0.23770	syndicated
	0.23628	news
	0.23581	program
	0.23512	animals
	0.23493	whale
	0.23482	guardian
	0.23411	oversees
	0.23391	todd
	0.23369	rupert
does_drink	0.09783
	0.40282	rhino
	0.36574	gerbil
	0.34470	calf
	0.33356	mammal
	0.33205	cats
	0.31847	elephant
	0.31636	veterinarian
	0.31585	flea
	0.30596	civet
	0.29879	mammals
	0.29735	animals
	0.29506	pictus
	0.29483	animal
	0.29478	panda
	0.29463	butterfly
	0.29342	nocturnal
	0.29261	zoo
	0.29183	ox
	0.28984	rhinoceros
	0.28954	cat
	0.28791	primates
	0.28547	slaughter
	0.28431	bison
	0.28330	feral
	0.28263	fat-tailed
	0.28216	herger
	0.28147	populations
	0.27973	boar
	0.27905	bustard
	0.27845	eland
	0.27807	euthanized
	0.27667	blackbuck
	0.27636	cothran
	0.27585	supervalu
	0.27582	elephants
	0.27487	xeric
	0.27416	rabies
	0.27393	tarsier
	0.27285	veterinarians
	0.27272	lamb
	0.27227	hummingbird
	0.27129	hamister
	0.27111	migratory
	0.26979	cadaver
	0.26866	antelopes
	0.26839	kleinheinz
	0.26803	rhinos
	0.26777	pygmy
	0.26765	antelope
	0.26763	herd
has_two_eyes	0.09890
	0.37090	hamster
	0.31378	imperiled
	0.31345	sturgeon
	0.30982	anadromous
	0.30566	cockerel
	0.30564	steelhead
	0.30520	raven
	0.30190	wiederaufbau
	0.29975	cusk
	0.29327	coho
	0.29326	tortoise
	0.29316	jakhar
	0.28972	frog
	0.28870	unchs
