is_upright	0.03003
	0.18709	waves
	0.18690	pontoon
	0.18678	boat
	0.18559	barriers
is_found_in_parks	0.17722
	0.31567	swing
	0.31420	coach_Tonja_Englund
	0.30291	waterfowl
	0.29110	defenseman_Beau_Geisler
	0.28833	pheasant_hunt
	0.28784	goose_hunting
	0.28251	geese
	0.27959	waterfowlers
	0.27433	sandhill_crane_hunting
	0.27192	deer_hunting
	0.27190	deer
	0.27180	goose
	0.27159	coach_Marty_Schaetzle
	0.27097	goose_hunters
	0.26969	scrimmages
	0.26198	deer_hunters
	0.26077	locker_cleanout
	0.25936	winger_Ryan_MacMurchy
	0.25775	waterfowl_hunting
	0.25578	coach_Jim_Tressell
	0.25499	wild_turkeys
	0.25451	atlatl_hunting
	0.25256	deer_herds
	0.25219	defenseman_Mitch_Ganzak
	0.25184	waterfowl_biologist
	0.25136	wing_Kelly_Czuy
	0.25026	antlerless_deer_hunting
	0.24979	whitetail_deer
	0.24904	bowhunters
	0.24851	coach_Jarrod_Skalde
	0.24712	teamís
	0.24578	grouse_hunters
	0.24555	manager_Ken_Schnacke
	0.24478	deer_herd
	0.24403	archery_hunts
	0.24369	pheasant_hunting
	0.24281	ruffed_grouse
	0.24263	ruffed_grouse_hunting
	0.24237	dove_hunting
	0.24162	raptors
	0.24113	longbeards
	0.24078	captain_Carl_Hagelin
	0.24048	defenseman_Nate_Hagemo
	0.24035	bowhunt
	0.24009	coach_Arlin_Likness
	0.23994	neuro_psych_test
	0.23994	boo_birds
	0.23906	upland_bird
	0.23902	bowhunting
	0.23838	mourning_dove_hunting
is_curved	0.17742
	0.27999	hook
	0.26370	anchor
	0.24858	scythe
	0.24148	whiplashed
	0.24050	dikes_fortifying
	0.23577	boomerang
	0.23162	cleanly
	0.22983	baton
	0.22930	melodic_improvisations
	0.22456	challeneged
	0.22254	lipslide
	0.22185	overhand
	0.22103	cruiserweight_titleholder
	0.22061	copier_tape_recorder
	0.21942	anchoring
	0.21879	hammers
	0.21760	jab
	0.21692	tailwhip
	0.21691	springboards
	0.21509	anchored
	0.21469	exec_veep
	0.21304	adeptly
	0.21200	lefts
	0.21076	cyclical_downswing
	0.21031	crowbar
	0.21017	anchor_Lauryn
	0.21009	founders_Chris_DeWolfe
	0.20985	aerials_skier
	0.20888	broom_handle
	0.20749	gusting_breeze
	0.20742	anchors
	0.20702	jabbed
	0.20636	showboated
	0.20634	deft
	0.20529	sharpened
	0.20478	generic_viagra_cake
	0.20451	feinted
	0.20447	propulsive_drumming
	0.20401	lashed
	0.20400	quarterpipe
	0.20277	bended
	0.20231	baritone_saxophone
	0.20202	baton_Torri_Edwards
	0.20141	looped
	0.20121	champion_Guillermo_Rigondeaux
	0.20059	steered
	0.20049	bludgeon
	0.19992	flailed
	0.19977	guitar_strings
	0.19977	mogul_skier
made_of_silver	0.18349
	0.36390	bracelet
	0.30662	pendant
	0.30048	necklace
	0.27471	sterling_silver
	0.27233	bracelets
	0.25753	watch
	0.24964	watches
	0.24732	diamond_necklace
	0.24689	karat_gold
	0.24469	jewelry
	0.24083	diamond_pendant
	0.23934	diamond_earrings
	0.23892	diamond_studded
	0.23892	diamond_ring
	0.23645	mirror
	0.23590	scalpel
	0.23482	promoter_Rodney_Guillory
	0.23356	earrings
	0.23261	rings
	0.22636	necklaces
	0.22607	diamond_bracelet
	0.22564	diamond_encrusted
	0.22512	coin
	0.22460	prism
	0.22231	carat_princess
	0.21941	karat
	0.21715	chain
	0.21536	engraved
	0.21312	engrave
	0.21273	mogul_Lev_Leviev
	0.21254	locket
	0.20971	pawning
	0.20771	loupe
	0.20679	jeweler
	0.20661	cuff_links
	0.20509	fork
	0.20459	jewelers
	0.20455	tabs
	0.20298	cubic_zirconia
	0.20221	recommit
	0.20145	diamond_rings
	0.20138	gift_cards
	0.20069	jeweler_loupe
	0.20006	scroll
	0.19883	pawned
	0.19838	clasp
	0.19791	timepieces
	0.19781	carat_diamond_pendant
	0.19773	upmarket_jewelers
	0.19764	jewelery
has_a_big_tail	0.18462
	0.28884	polar_bears
	0.28150	walrus
	0.27334	gray_whales
	0.27213	walruses
	0.26218	polar_bear
	0.25314	mso_para_margin_0in
	0.25055	whales
	0.25034	etwcf
	0.24902	marine_mammals
	0.24888	grizzly_bear
	0.24832	kangaroo
	0.24630	caribou
	0.24592	humpback_whales
	0.24273	beaver
	0.23524	whale
	0.23010	newspaper_Darmstaedter_Echo
	0.22847	marine_mammal
	0.22456	skyhawk_Comments
	0.22377	belugas
	0.21750	humpback_whale
	0.21533	grizzly_bears
	0.21522	grizzlies
	0.21338	beavers
	0.21321	seabird
	0.21258	dugong
	0.21141	peacock
	0.21063	whooping_crane
	0.21055	cougars
	0.21003	lynx
	0.20906	spokeswoman_Nicola_Beynon
	0.20812	gray_whale
	0.20740	google_ad_client_=_pub_################
	0.20640	kangaroos
	0.20495	sea_lions
	0.20378	harbor_seals
	0.20331	wolverines
	0.20143	boxer_MIKE_TYSON
	0.20074	bald_eagles
	0.20066	sea_otters
	0.19997	clumsiness_Holloway
	0.19988	harp_seals
	0.19948	cow_moose
	0.19844	orca
	0.19693	killer_whale
	0.19394	sage_grouse
	0.19308	cougar
	0.19211	killer_whales
	0.19188	fur_seals
	0.19136	beluga_whale
	0.19093	photographer_Vincent_Laforet
is_bouncy	0.18462
	0.38266	football
	0.32112	ball
	0.28965	kangaroo
	0.26974	coach_Raydon_Leaton
	0.26712	rugby
	0.26473	foootball
	0.26304	footy
	0.26166	fullback
	0.26001	fooball
	0.25654	twoweeks
	0.25618	soccer
	0.25109	basketball
	0.25107	rower_Sione_Faumuina
	0.25088	coach_Carl_Poelker
	0.25083	punting
	0.25018	balloon
	0.24932	coach_Rigo_Schmelzer
	0.24479	quarterback
	0.24167	attorney_Melvyn_Sacks
	0.24101	punter
	0.24011	athletics
	0.23953	coach_Pete_Fredenburg
	0.23850	placekicker_Katie_Hnida
	0.23790	quarterback_Daxx_Garman
	0.23726	coach_Kip_Hafey
	0.23144	player_Jy_Bond
	0.23087	coach_Ray_Kauling
	0.23035	hooker_Tevita_Latu
	0.22998	halfback
	0.22949	baskeball
	0.22937	inpatient_rehabilitation
	0.22914	defender_Lucas_Neill
	0.22769	footall
	0.22761	station_2SM
	0.22759	agame
	0.22699	scrimmage
	0.22689	doctor_Sharron_Flahive
	0.22664	coach_Joe_Legerski
	0.22631	neonatal_intensive_care
	0.22420	legend_Ron_Barassi
	0.22370	punted
	0.22367	coach_Ron_Hecklinski
	0.22326	coach_Deb_Vercauteren
	0.22302	gate_receipts
	0.22283	game
	0.22260	attendances
	0.22258	told_au.fourfourtwo.com
	0.22235	inpatient
	0.22181	midfielder_Nicky_Carle
	0.22100	upfield
is_hard_to_use	0.18519
	0.32144	yoyo
	0.31839	boomerang
	0.29510	skateboard
	0.29237	scissors
	0.27289	typewriter
	0.26570	typewriters
	0.26372	skateboards
	0.25178	edbrice@star-telegram.com
	0.25019	m_flo
	0.24121	skateboarding
	0.23611	yo_yo
	0.22706	rendered_obsolete
	0.22656	abbreviating
	0.22042	sleepaway
	0.22029	adobe_dreamweaver_cs4
	0.21991	staplers
	0.21976	videogames
	0.21682	springboards
	0.21680	ping_pong
	0.21653	skateboarding_snowboarding
	0.21364	snowboards
	0.20918	professional_skateboarder
	0.20898	exergame
	0.20787	boomerangs
	0.20663	bicycles_roller_skates
	0.20651	broadband_CATV_DTV
	0.20624	garage_tinkerers
	0.20256	etwcf
	0.20249	chess_prodigies
	0.20194	screwdrivers_hammers
	0.20149	iVote
	0.20091	e_mail_sports@tylerpaper.com
	0.19965	doodlers
	0.19927	manual_typewriter
	0.19857	demo_reels
	0.19851	snapping_crisply
	0.19805	doodling
	0.19793	comic_strips
	0.19697	pens_pencils
	0.19602	ollies
	0.19473	pro_skateboarder
	0.19451	developer_Vicarious_Visions
	0.19238	buy_dreamweaver_australia
	0.19229	hammers
	0.19221	monospaced
	0.19184	shogi
	0.19097	analyst_Kota_Ezawa
	0.19019	organizational_realignments
	0.18901	hiatuses
	0.18880	doodled
does_hang	0.18750
	0.35939	bell
	0.30762	gong
	0.27249	lantern
	0.27130	opening_bell
	0.25323	bells
	0.25020	chandelier
	0.24974	closing_bell
	0.24713	chandeliers
	0.24522	baskets
	0.24374	gongs
	0.24303	buzzer
	0.24077	basket
	0.23874	http://www.amex.com/
	0.23070	http://www.facebook.com/pages/NASDAQ-OMX/############_For
	0.22797	nailed_jumper
	0.22506	translucent_skinned
	0.21396	bells_rang
	0.21274	flying_Billy_Elliots
	0.20812	chimes
	0.20758	lanterns
	0.20650	bell_rang
	0.20347	crystal_chandelier
	0.20240	award
	0.19945	laureate_Jody
	0.19709	satchel
	0.19566	bell_ringing_ceremony
	0.19505	engraved_plaque
	0.19494	rings
	0.19483	ringing_bell
	0.19449	marble_rotunda
	0.19389	candelabras
	0.19327	gilded
	0.19309	ringing
	0.19289	nyse_WFC_news
	0.19268	glittering_chandeliers
	0.19111	pointer
	0.19109	specially_minted
	0.19025	www.carmanah.com
	0.18841	alley_oop_jam
	0.18823	trey
	0.18799	ring
	0.18776	resounding_bongs
	0.18751	gilded_ballroom
	0.18735	crystal_chandeliers
	0.18734	marble_columns
	0.18639	twisting_layup
	0.18636	rotundas
	0.18536	grand_staircase
	0.18501	http://www.agoracom.com/IR/kinbauri
	0.18496	cavernous_basilica
has_two_eyes	0.18750
	0.31903	mso_para_margin_0in
	0.31798	etwcf
	0.25131	broadband_CATV_DTV
	0.22078	david.brett_@_thomsonreuters.com
	0.21659	goldfish
	0.21367	jared.favole_@_dowjones.com
	0.20970	hamster
	0.20786	annual_Proggy_Awards
	0.20735	gered
	0.20596	http://twitter.com/wsna
	0.20342	belugas
	0.20264	slaughtered_Holstein_cow
	0.19666	lowland_gorillas
	0.19647	newspaper_Darmstaedter_Echo
	0.19633	zoo_husbandry_manuals
	0.19580	sage_grouse
	0.19467	lethally_irradiated
	0.19415	fowl
	0.19387	tortoise
	0.19232	oral_gavage
	0.19215	www.ncwsa.org_meeting.html
	0.19154	www.difc.ae
	0.19074	frogs
	0.18873	endogenous_adrenal_steroid
	0.18777	porcine
	0.18757	http://www.amex.com/
	0.18649	wild_Bactrian_camels
	0.18615	michael.crittenden_@_dowjones.com
	0.18508	dove
	0.18483	spikedace
	0.18438	charity_Buglife
	0.18374	writes_FPIF_contributor
	0.18356	frog
	0.18271	tiger_salamander
	0.18102	analyst_Akihiro_Shiroeda
	0.18086	razorback_suckers
	0.18041	e_FoodSafety.com
	0.17976	panda
	0.17945	priv_C####
	0.17924	pig
	0.17892	pigs
	0.17851	sired_calves
	0.17831	snydeq_writes
	0.17697	e_mail_@_faa.gov
	0.17679	minutes_agoBy
	0.17595	respiratory_syndrome_PRRS
	0.17582	ferrets
	0.17577	parrot
	0.17563	raven
	0.17557	font_size_##.#pt
is_unstable	0.19178
	0.36061	dinghy
	0.35247	bikes
	0.33041	crewing
	0.33000	dinghies
	0.32658	keelboat_racing
	0.32612	yachts
	0.32422	sportsboat
	0.32157	unicycle
	0.32051	yacht
	0.31927	powerboats
	0.31594	maxi_multihulls
	0.31581	motocross_bikes
	0.31539	fully_crewed
	0.31494	sailing_dinghy
	0.31248	handcycles
	0.30979	streetbikes
	0.30797	powerboat
	0.30639	maxi_multihull
	0.30375	mountainbike
	0.30374	windsurf
	0.29967	sailing_dinghies
	0.29560	motocross_bike
	0.29522	sailing
	0.29427	dinghy_sailing
	0.29299	keelboats
	0.29127	tricycles
	0.29042	paddleboards
	0.28995	catamarans
	0.28816	sailing_yachts
	0.28775	bicycles
	0.28706	motocross_enduro
	0.28305	ladder
	0.28175	singlehanded
	0.28096	kiteboards
	0.28049	keelboat_sailing
	0.28027	scooters
	0.28008	singlehanded_dinghy
	0.27748	tricycle
	0.27692	trikes
	0.27535	crewed
	0.27478	kitesurfing
	0.27431	maxi_yacht
	0.27377	super_maxi_Maximus
	0.27373	catamaran
	0.27313	trike
	0.27181	ministocks
	0.27133	longboards
	0.27132	dinghy_sailors
	0.27059	handbike
	0.26990	hillclimbing
is_collectable	0.19231
	0.31680	marble
	0.31016	seashell
	0.28721	mug
	0.28491	thimble
	0.28199	doll
	0.27982	miniature_replica
	0.25620	replicas
	0.25447	paperweights
	0.25343	figurine
	0.25323	dolls
	0.24723	screenprints
	0.24485	likeness
	0.24100	lithographs_depicting
	0.23756	bronze_sculpture
	0.23603	replica
	0.23597	mosaics
	0.23592	mugs
	0.23497	collectible_figurine
	0.23467	maker_Cersanit
	0.23336	statues
	0.23318	etwcf
	0.22937	figurines
	0.22755	likenesses
	0.22749	bobblehead_doll
	0.22747	marble_pedestals
	0.22517	newspaper_Darmstaedter_Echo
	0.22511	thimbles
	0.22454	shuttered_Salander_O'Reilly
	0.22184	bronze_statues
	0.21982	wax_statues
	0.21962	exquisitely_handcrafted
	0.21848	maquette
	0.21782	amulet_beads
	0.21649	bas_relief
	0.21633	engraved
	0.21594	prevents_duplications
	0.21585	coffee_mugs
	0.21543	colorful_plumed_hats
	0.21434	portraits
	0.21430	fireplaces_chandeliers
	0.21223	porcelain_dolls
	0.21197	barware
	0.21185	visage
	0.21149	abilia
	0.21128	mosaic_tiles
	0.21018	consciously_sculpt
	0.20885	jade_necklace
	0.20836	carat_gold
	0.20820	bobblehead
	0.20795	sterling_silver
has_a_hole	0.19298
	0.27280	key
	0.24636	balloon
	0.23957	cannon
	0.23921	confetti_cannons
	0.22856	akey
	0.22419	hasalso
	0.22055	bolts
	0.21989	pyrotechnically
	0.21871	balloons
	0.21868	ozone_depleting_CFC
	0.21718	syringe
	0.21571	cymbal
	0.21474	pyrotechnical
	0.21392	integrated_inkjet_cartridge
	0.21351	soda_bottle
	0.21185	centrifugal
	0.21075	needle
	0.20980	integral
	0.20946	igniters
	0.20817	antirecessionary
	0.20678	expandable_tubular
	0.20579	prize_giveaways
	0.20524	flute
	0.20488	flutes
	0.20325	puppet
	0.20311	catheter_guidewires
	0.20268	trombonist_Bob_Brookmeyer
	0.20183	valves_manifolds
	0.20024	aerial_stunt
	0.19951	overviewed
	0.19887	patented_omni_directional
	0.19808	officer_Allison_Bolinger
	0.19769	amalgam_separator
	0.19753	hypersonic_propulsion
	0.19748	axial_radial
	0.19728	nacelle_thrust_reverser
	0.19716	percussion_instruments
	0.19640	atomization
	0.19590	ionized_plasma
	0.19457	pyrotechnic
	0.19453	inflator
	0.19410	preform
	0.19314	al_Ajami
	0.19275	pressurized_metered_dose_inhalers
	0.19208	canister
	0.19188	instrumental
	0.19168	coronary_angioplasty_procedure
	0.19135	taps
	0.19133	inertial_fusion
	0.19019	nozzle
does_live_on_land	0.19355
	0.38185	etwcf
	0.29785	mso_para_margin_0in
	0.27087	snail
	0.26280	tortoise
	0.25218	smh.com.au_smh.com.au_Web
	0.25183	alligator
	0.24070	jared.favole_@_dowjones.com
	0.23691	alligators
	0.22653	crocodile
	0.21494	writes_FPIF_contributor
	0.21303	http://www.ticketmaster.com_###-###-####
	0.21113	manatee
	0.21020	mitten_crabs
	0.20874	frog
	0.20819	crocodiles
	0.20738	e_mail_@_faa.gov
	0.20513	alligator_gars
	0.19932	manager_Laurie_Engelen
	0.19923	whale_sharks
	0.19747	gators
	0.19730	turtle
	0.19722	whale_shark
	0.19454	sawfish
	0.19336	www.majorblogs.net
	0.19275	aquatic_species
	0.19131	e_mail_sports@tylerpaper.com
	0.18974	shrimp_trawling
	0.18890	var_=_######
	0.18771	tortoises
	0.18676	estuarine_crocodiles
	0.18622	turtles
	0.18576	photographer_Vincent_Laforet
	0.18494	en_Marcha
	0.18484	freshwater_fish
	0.18128	smalltooth_sawfish
	0.18094	david.brett_@_thomsonreuters.com
	0.17844	former_Fruitgrowers_Chemical
	0.17801	leatherbacks
	0.17744	crab
	0.17646	amphibians
	0.17634	rf_CA_LOS_ANGELES
	0.17567	www.difc.ae
	0.17475	chemist_Wilma_Subra
	0.17447	sea_turtle
	0.17415	freshwater_turtles
	0.17369	sea_turtles
	0.17312	analyst_Akihiro_Shiroeda
	0.17300	pythons
	0.17297	crabs
	0.17244	snails
has_air	0.19608
	0.33589	football
	0.31283	ball
	0.29229	president_Victor_Sciriha
	0.28722	tire
	0.27785	athletics
	0.26683	rear_tire
	0.26076	teams
	0.26054	balloon
	0.25941	soccer
	0.25849	coach_Tonja_Englund
	0.25758	skipper_Paul_Cayard
	0.25521	thegame
	0.25502	parachutes_collided
	0.25452	qualfying
	0.25294	coach_Tommy_Buzzo
	0.25261	windward_mark_rounding
	0.24834	dinghy
	0.24816	sailing
	0.24578	athletic
	0.24470	basketball
	0.24460	powerboat_racing
	0.24400	gearbox_gremlins
	0.24311	foootball
	0.24247	unlimited_hydroplane_racing
	0.24223	wide_receiver_Daymond_Patterson
	0.24194	coaches
	0.24069	subvarsity
	0.23983	tires
	0.23964	motorcycle_roadracing
	0.23835	superally
	0.23796	coach_LeVon_Haynes
	0.23622	coach_Rigo_Schmelzer
	0.23551	balloonists
	0.23505	upfield
	0.23496	regatta
	0.23481	seaosn
	0.23434	footall
	0.23381	coach_Corey_Ihmels
	0.23364	coach_Fidgi_Haig
	0.23289	quarterback_Conner_Kempe
	0.23242	coach_Laury_Dupont
	0.23223	coach_Aaron_Fitzstephens
	0.23168	dePorres
	0.23140	atheltic
	0.23118	manager_Max_Binnington
	0.23105	coach_Shonda_Stanton
	0.23026	goalkeeper
	0.22876	scrimmage
	0.22822	iHigh.com
	0.22786	coach_Lew_Kasselman
has_a_face	0.20000
	0.31832	puppet
	0.29070	adoptable_animals
	0.27432	adoptable_pet
	0.27153	puppets
	0.26606	adoptable_dogs
	0.25810	adoptable_pets
	0.25325	adopt_thons
	0.24835	racehorse_Barbaro
	0.24795	clock
	0.24645	watch
	0.24169	raccoon
	0.24139	standardbred_racehorse
	0.24077	veternarian
	0.23893	haunted_hayride
	0.23758	costumed_characters
	0.23664	watching
	0.23587	rooster_crowing_contest
	0.23504	jack_o_lanterns
	0.23263	petting_zoo
	0.23182	barnyard_animals
	0.23046	pumpkin_decorating_contest
	0.23045	costumed
	0.23043	creepiest
	0.22737	cablecast
	0.22735	www.crashthesuperbowl.com
	0.22638	reenactors
	0.22583	raspy_voiced_comedian
	0.22519	prominent_thoroughbred_breeder
	0.22350	wiener_dogs
	0.22281	adoptable_cats
	0.22256	marionettes
	0.22201	spooktacular
	0.21973	affiliate_WBNS
	0.21921	adoptable_animal
	0.21784	horse
	0.21754	hero_Simon_Boccanegra
	0.21674	wild_mustang
	0.21607	clowns
	0.21517	carved_pumpkins
	0.21454	spayed_neutered_microchipped
	0.21398	gingerbread_houses
	0.21254	wiener_dog
	0.21203	pumpkin_decorating
	0.21180	burro_adoption
	0.21180	carve_pumpkins
	0.21158	consciously_sculpt
	0.21129	www.petfinder.com
	0.21045	animatronic
	0.21025	horses
	0.20974	cow_milking_contest
has_white_flesh	0.20000
	0.29826	mso_para_margin_0in
	0.28877	carnaroli_rice
	0.28876	eggplant
	0.28218	garlic
	0.27546	kale_turnips
	0.27347	shallots
	0.26921	radicchio
	0.26531	cabbage_cauliflower
	0.26468	etwcf
	0.26426	aubergines
	0.26259	red_peppers
	0.26216	david.brett_@_thomsonreuters.com
	0.26059	bell_peppers
	0.25496	cucumber
	0.25209	bok_choy
	0.25145	christoph.steitz_@_thomson.com
	0.25091	website_www.merrimanco.com
	0.25087	strategist_Osamu_Tamada
	0.24936	aubergine
	0.24907	bell_pepper
	0.24870	dill_cilantro
	0.24775	escarole
	0.24747	jasmine_rice
	0.24709	sweet_bell_peppers
	0.24678	onions
	0.24607	radish
	0.24427	onion_garlic
	0.24185	salsa_verde
	0.24170	click_STXNEWS
	0.23941	broccoli_cabbage
	0.23919	shallot
	0.23890	dal_tadka
	0.23838	durian_mangosteen
	0.23511	potatoes_onions
	0.23186	turnip
	0.23185	sautéed
	0.23134	jared.favole_@_dowjones.com
	0.23126	winter_grain_sowings
	0.23081	mizuna
	0.23053	de_mariscos
	0.22979	balsamic
	0.22960	roasted_peppers
	0.22906	agoBy
	0.22853	kumquats
	0.22765	rapini
	0.22723	eggplants
	0.22720	cauliflower
	0.22704	vegetables
	0.22628	cauliflower_cabbage
	0.22552	peppers_scallions
is_a_machine	0.20000
	0.35303	data_terminals_MDTs
	0.35114	thermo_imaging
	0.33925	trunked_radio
	0.33817	microwave
	0.32728	radios
	0.32205	magnetic_resonance_NMR_spectrometer
	0.32092	cameras
	0.31615	camera
	0.31437	printers_photocopiers
	0.31092	megahertz_radios
	0.31088	computers_printers_scanners
	0.31046	satelitte
	0.30850	aided_dispatch
	0.30665	satellite_uplinks
	0.30658	gyro_stabilized_camera
	0.30473	thermal_imaging
	0.30145	ruggedized_laptop
	0.29822	ham_radios
	0.29581	inertial_navigation
	0.29502	microwave_transmitters
	0.29450	chauffeured_limousine_leased
	0.29218	zoom_PTZ_cameras
	0.29146	subsidiary_Airstar
	0.28740	infrared_thermal_imaging
	0.28658	cellular_telephones
	0.28559	iPilot
	0.28338	teletype
	0.28335	rugged_MC####
	0.28253	digital_cameras
	0.28139	guided_munitions
	0.28123	onBoard_Mobile_Gateway
	0.28043	handheld_radios
	0.28031	fiber_optic_gyros_FOGs
	0.28009	fuzing
	0.27991	portable_radios
	0.27744	overheat_igniting
	0.27716	microwaves
	0.27635	iPronto
	0.27600	detonating_improvised_explosive
	0.27276	defusing_improvised_explosive
	0.27243	computed_tomography_scanners
	0.27239	viaRadio
	0.27219	satcom
	0.27198	thermal_imager
	0.27195	toughbook
	0.27183	narrowbanding
	0.27182	precision_analog_semiconductors
	0.27161	operator_maintainer
	0.27114	cell_phones_BlackBerries
	0.27073	computed_radiography
is_found_outside	0.20202
	0.27957	timber_decking
	0.27255	roof_truss
	0.26600	footings
	0.26182	terraced_seating
	0.25859	bench
	0.24671	rock
	0.24238	rooflights
	0.24007	overhanging_eaves
	0.23936	floodlight_pylons
	0.23832	pyrotechnics_ignited_nightclub
	0.23555	decks
	0.23532	hardstanding
	0.23479	ceremonial_cauldron
	0.23400	onstruction
	0.23399	benches
	0.23339	slatted
	0.23325	radiant_heat
	0.23264	roof_overhangs
	0.23212	concrete_piers
	0.23198	sandstone
	0.23124	gasometers
	0.23098	wraparound_veranda
	0.23053	tiered_seating
	0.22998	unlawfully_discharging_gun
	0.22830	grassy_knoll_overlooking
	0.22755	roof_joists
	0.22743	fireguard
	0.22698	gabion_wall
	0.22499	flagstone_floors
	0.22465	crossbeams
	0.22463	brick_arches
	0.22451	playsets
	0.22450	concrete_footings
	0.22418	downlighting
	0.22286	slab_formwork
	0.22109	portico
	0.22092	deckchair
	0.22085	six_seater_chairlift
	0.22081	wooden_planked
	0.22066	floodlight_towers
	0.21991	trackway
	0.21981	retractable_floodlights
	0.21826	gently_sloping_hillside
	0.21794	window_sashes
	0.21789	wooden_staircase
	0.21763	interpretative_panels
	0.21748	conga_drummers
	0.21701	swing
	0.21608	flammable_soundproofing
	0.21604	revetment
has_fibre	0.20290
	0.30372	etwcf
	0.28107	peach_plum
	0.27992	mso_para_margin_0in
	0.27534	prune
	0.27217	tomatoes_peppers
	0.27055	replant
	0.26615	kale_turnips
	0.26292	review_aggregator_Rotten
	0.25918	artichoke
	0.25368	almond_walnut
	0.24696	cabbage_broccoli
	0.24688	flowers_Dangot
	0.24621	click_STXNEWS
	0.24545	ripens
	0.24534	broccoli_cauliflower
	0.24514	cabbage_cauliflower
	0.24336	apricots
	0.24105	rhubarb
	0.23916	agoBy
	0.23912	grower_shippers
	0.23897	strawberries_raspberries
	0.23641	apple
	0.23592	navel_oranges
	0.23544	pruned
	0.23372	sweet_peas
	0.23302	chard
	0.23237	durian_mangosteen
	0.23227	tomatoes_eggplants
	0.22907	analyst_Akihiro_Shiroeda
	0.22881	nectarines
	0.22783	ripened
	0.22707	lettuce
	0.22664	david.brett_@_thomsonreuters.com
	0.22609	apricot
	0.22554	tomato
	0.22547	tomatoes_cucumbers
	0.22525	bean
	0.22510	cherries_peaches
	0.22432	pawpaws
	0.22417	asparagus
	0.22296	tomatoes_strawberries
	0.22220	rice_coarse_cereals
	0.22209	winter_grain_sowings
	0.22013	carnaroli_rice
	0.21978	romas
	0.21941	broccoli_cabbage_cauliflower
	0.21775	j_cummings
	0.21772	peaches
	0.21715	grain_sowings
	0.21678	citrus_fruits
is_for_babies	0.20339
	0.32946	pram
	0.32182	cradle
	0.29117	buggy
	0.28251	seats_bassinets_strollers
	0.28017	rattle
	0.26831	bottles
	0.26825	prams
	0.26551	teething
	0.25024	stroller
	0.24272	called_Cardio_Calc
	0.23818	nappies
	0.23634	rattles
	0.23628	strollers
	0.23379	buggies
	0.23294	diapers
	0.23266	diapers_wipes
	0.22589	pushchairs
	0.22569	playpens
	0.22395	bathwater
	0.22306	cradles
	0.21882	mittens
	0.21440	reversible_fleece_jackets
	0.20893	doting_grandmothers
	0.20693	carbon_PbC
	0.20454	diapers_feminine_hygiene
	0.20281	sippy_cups
	0.20166	mso_para_margin_0in
	0.20058	rattled
	0.19887	soot_dusted
	0.19828	magnifies_objects
	0.19717	conf_C####_TORONTO
	0.19652	retailer_Mothercare
	0.19460	childproof
	0.19411	deploy_Trusonic
	0.19404	played_cribbage_spooned
	0.19223	revenge_Bilawal
	0.19222	democracy_Arch_Puddington
	0.19181	snowsuits
	0.19028	machetes_slaughtered
	0.19019	disposable_diapers
	0.18971	cribs
	0.18937	unwrapped_toys
	0.18914	baby_stroller
	0.18856	infants_toddlers
	0.18845	pushchair
	0.18550	bottle
	0.18538	stair_gates
	0.18446	rocking
	0.18397	cribs_strollers
	0.18338	preordered
does_hibernate	0.20408
	0.32757	etwcf
	0.31355	mso_para_margin_0in
	0.28438	bear
	0.26124	hedgehog
	0.25017	porcupine
	0.24637	tortoise
	0.22160	bears
	0.21657	agoBy
	0.21432	jared.favole_@_dowjones.com
	0.21427	squirrel
	0.20021	skyhawk_Comments
	0.19689	broadband_CATV_DTV
	0.19418	subsidiary_Airstar
	0.19172	decode_squirrels
	0.18944	analyst_Akihiro_Shiroeda
	0.18633	spokeswoman_Nicola_Beynon
	0.18023	re_homing
	0.17813	gorillas
	0.17688	lynx
	0.17642	hedgehogs
	0.17419	http://www.ticketmaster.com_###-###-####
	0.17406	mtownsend@cherokeescout.com_Tuesday
	0.17290	chimpanzees
	0.17276	wild_uniforms_Tublitz
	0.17035	j_cummings
	0.16949	mountain_lion
	0.16912	mountain_lions
	0.16812	chimps
	0.16610	designating_requisitioning_authority
	0.16602	adopters
	0.16574	www.GCCapitalIdeas.com
	0.16573	actor_Sonny_Landham
	0.16550	david.brett_@_thomsonreuters.com
	0.16496	tomg@nwanews.com
	0.16475	stated_Aviram_Malik
	0.16405	www.difc.ae
	0.16284	desert_tortoise
	0.16123	tyrannical_despot
	0.16080	newspaper_Darmstaedter_Echo
	0.16077	adopter
	0.16007	greyhounds
	0.15985	grizzly_bear
	0.15982	parched_plains_environment
	0.15792	hare
	0.15734	e_mail_@_faa.gov
	0.15727	wolf_pups
	0.15649	tabathah@nwanews.com
	0.15640	grizzly_bear_cub
	0.15597	iShares_FTSE_EPRA
	0.15459	primate
is_peeled	0.20588
	0.30965	mso_para_margin_0in
	0.28210	review_aggregator_Rotten
	0.28076	tangerine
	0.25575	orange
	0.24610	flowers_Dangot
	0.24432	kale_turnips
	0.23907	tangerines
	0.23903	carrot
	0.23651	banana
	0.23630	etwcf
	0.23463	oranges
	0.23020	grower_shippers
	0.22784	citrus_fruits
	0.22690	sweet_bell_peppers
	0.22451	durian_mangosteen
	0.22040	david.brett_@_thomsonreuters.com
	0.21850	citrus_fruit
	0.21693	beans_Brussels_sprouts
	0.21651	cultivating_jatropha
	0.21629	topical_cationic_peptide
	0.21619	tracker_Hollywood.com
	0.21617	oranges_grapefruits
	0.21341	grower_packer_shipper
